,Total energy production (Billion Btu),State
1994  ,2576280,Pennsylvania
1995  ,2540891,Pennsylvania
1996  ,2769453,Pennsylvania
1997  ,2899106,Pennsylvania
1998  ,3033176,Pennsylvania
1999  ,3038106,Pennsylvania
2000  ,2994280,Pennsylvania
2001  ,2943736,Pennsylvania
2002  ,2803407,Pennsylvania
2003  ,2665757,Pennsylvania
2004  ,2738364,Pennsylvania
2005  ,2698979,Pennsylvania
2006  ,2675222,Pennsylvania
2007  ,2680536,Pennsylvania
2008  ,2754028,Pennsylvania
2009  ,2678390,Pennsylvania
2010  ,3077333,Pennsylvania
2011  ,3882789,Pennsylvania
2012  ,4739637,Pennsylvania
2013  ,5882498,Pennsylvania
2014  ,7146665,Pennsylvania
2015  ,7479851,Pennsylvania
2016  ,7790951,Pennsylvania
2017  ,8167987,Pennsylvania
1960  ,2951,Rhode Island
1961  ,3011,Rhode Island
1962  ,3139,Rhode Island
1963  ,3221,Rhode Island
1964  ,3533,Rhode Island
1965  ,3561,Rhode Island
1966  ,3771,Rhode Island
1967  ,4150,Rhode Island
1968  ,4266,Rhode Island
1969  ,4428,Rhode Island
1970  ,5268,Rhode Island
1971  ,4851,Rhode Island
1972  ,4934,Rhode Island
1973  ,5108,Rhode Island
1974  ,5023,Rhode Island
1975  ,4050,Rhode Island
1976  ,4704,Rhode Island
1977  ,5295,Rhode Island
1978  ,6577,Rhode Island
1979  ,7124,Rhode Island
1980  ,7287,Rhode Island
1981  ,6645,Rhode Island
1982  ,6053,Rhode Island
1983  ,7401,Rhode Island
1984  ,4946,Rhode Island
1985  ,5081,Rhode Island
1986  ,4653,Rhode Island
1987  ,3302,Rhode Island
1988  ,3528,Rhode Island
1989  ,3806,Rhode Island
1990  ,4499,Rhode Island
1991  ,4585,Rhode Island
1992  ,4840,Rhode Island
1993  ,5181,Rhode Island
1994  ,5066,Rhode Island
1995  ,5079,Rhode Island
1996  ,5562,Rhode Island
1997  ,4347,Rhode Island
1998  ,4197,Rhode Island
1999  ,4403,Rhode Island
2000  ,4520,Rhode Island
2001  ,3899,Rhode Island
2002  ,3700,Rhode Island
2003  ,3787,Rhode Island
2004  ,3846,Rhode Island
2005  ,879,Rhode Island
2006  ,2631,Rhode Island
2007  ,2781,Rhode Island
2008  ,2947,Rhode Island
2009  ,3544,Rhode Island
2010  ,3704,Rhode Island
2011  ,3653,Rhode Island
2012  ,2934,Rhode Island
2013  ,2658,Rhode Island
2014  ,4381,Rhode Island
2015  ,4793,Rhode Island
2016  ,4579,Rhode Island
2017  ,5816,Rhode Island
1960  ,81969,South Carolina
1961  ,76284,South Carolina
1962  ,73455,South Carolina
1963  ,69832,South Carolina
1964  ,88026,South Carolina
1965  ,78226,South Carolina
1966  ,68551,South Carolina
1967  ,66271,South Carolina
1968  ,69381,South Carolina
1969  ,73251,South Carolina
1970  ,65140,South Carolina
1971  ,104730,South Carolina
1972  ,129188,South Carolina
1973  ,151111,South Carolina
1974  ,203301,South Carolina
1975  ,302097,South Carolina
1976  ,280539,South Carolina
1977  ,266529,South Carolina
1978  ,296747,South Carolina
1979  ,289748,South Carolina
1980  ,261030,South Carolina
1981  ,243288,South Carolina
1982  ,214820,South Carolina
1983  ,354360,South Carolina
1984  ,332214,South Carolina
1985  ,404650,South Carolina
1986  ,466664,South Carolina
1987  ,505923,South Carolina
1988  ,514420,South Carolina
1989  ,528627,South Carolina
1990  ,559868,South Carolina
1991  ,559611,South Carolina
1992  ,587462,South Carolina
1993  ,595393,South Carolina
1994  ,579392,South Carolina
1995  ,641366,South Carolina
1996  ,589421,South Carolina
1997  ,603327,South Carolina
1998  ,641492,South Carolina
1999  ,627968,South Carolina
2000  ,623170,South Carolina
2001  ,591367,South Carolina
2002  ,637467,South Carolina
2003  ,629249,South Carolina
2004  ,631351,South Carolina
2005  ,658748,South Carolina
2006  ,628681,South Carolina
2007  ,653011,South Carolina
2008  ,633034,South Carolina
2009  ,648429,South Carolina
2010  ,658668,South Carolina
2011  ,669927,South Carolina
2012  ,653981,South Carolina
2013  ,700845,South Carolina
2014  ,684946,South Carolina
2015  ,684199,South Carolina
2016  ,714938,South Carolina
2017  ,698601,South Carolina
1960  ,15866,South Dakota
1961  ,15196,South Dakota
1962  ,18232,South Dakota
1963  ,33031,South Dakota
1964  ,35078,South Dakota
1965  ,42866,South Dakota
1966  ,53056,South Dakota
1967  ,54570,South Dakota
1968  ,60912,South Dakota
1969  ,68335,South Dakota
1970  ,71113,South Dakota
1971  ,83910,South Dakota
1972  ,79609,South Dakota
1973  ,53129,South Dakota
1974  ,63259,South Dakota
1975  ,86697,South Dakota
1976  ,77423,South Dakota
1977  ,60799,South Dakota
1978  ,77846,South Dakota
1979  ,73636,South Dakota
1980  ,69403,South Dakota
1981  ,65375,South Dakota
1982  ,69312,South Dakota
1983  ,70236,South Dakota
1984  ,73511,South Dakota
1985  ,71685,South Dakota
1986  ,75446,South Dakota
1987  ,72713,South Dakota
1988  ,73093,South Dakota
1989  ,66136,South Dakota
1990  ,54866,South Dakota
1991  ,54098,South Dakota
1992  ,51570,South Dakota
1993  ,40263,South Dakota
1994  ,66965,South Dakota
1995  ,75271,South Dakota
1996  ,95485,South Dakota
1997  ,105290,South Dakota
1998  ,71472,South Dakota
1999  ,80564,South Dakota
2000  ,71314,South Dakota
2001  ,49691,South Dakota
2002  ,63264,South Dakota
2003  ,75918,South Dakota
2004  ,92723,South Dakota
2005  ,102808,South Dakota
2006  ,123693,South Dakota
2007  ,126148,South Dakota
2008  ,155819,South Dakota
2009  ,191129,South Dakota
2010  ,225843,South Dakota
2011  ,248740,South Dakota
2012  ,243495,South Dakota
2013  ,237003,South Dakota
2014  ,249109,South Dakota
2015  ,227753,South Dakota
2016  ,235002,South Dakota
2017  ,233549,South Dakota
1960  ,287803,Tennessee
1961  ,283981,Tennessee
1962  ,301330,Tennessee
1963  ,280926,Tennessee
1964  ,292122,Tennessee
1965  ,285439,Tennessee
1966  ,287103,Tennessee
1967  ,318963,Tennessee
1968  ,336718,Tennessee
1969  ,335115,Tennessee
1970  ,347124,Tennessee
1971  ,388305,Tennessee
1972  ,457040,Tennessee
1973  ,376109,Tennessee
1974  ,359687,Tennessee
1975  ,371050,Tennessee
1976  ,385042,Tennessee
1977  ,402678,Tennessee
1978  ,403661,Tennessee
1979  ,421332,Tennessee
1980  ,410631,Tennessee
1981  ,453710,Tennessee
1982  ,489846,Tennessee
1983  ,519810,Tennessee
1984  ,533095,Tennessee
1985  ,464327,Tennessee
1986  ,334524,Tennessee
1987  ,341748,Tennessee
1988  ,359942,Tennessee
1989  ,538388,Tennessee
1990  ,475365,Tennessee
1991  ,467007,Tennessee
1992  ,426799,Tennessee
1993  ,269548,Tennessee
1994  ,391608,Tennessee
1995  ,416393,Tennessee
1996  ,512947,Tennessee
1997  ,509140,Tennessee
1998  ,529550,Tennessee
1999  ,498129,Tennessee
2000  ,464215,Tennessee
2001  ,529706,Tennessee
2002  ,526517,Tennessee
2003  ,511002,Tennessee
2004  ,561169,Tennessee
2005  ,543466,Tennessee
2006  ,476872,Tennessee
2007  ,489762,Tennessee
2008  ,482366,Tennessee
2009  ,518587,Tennessee
2010  ,510872,Tennessee
2011  ,512267,Tennessee
2012  ,473290,Tennessee
2013  ,551101,Tennessee
2014  ,505253,Tennessee
2015  ,480084,Tennessee
2016  ,491232,Tennessee
2017  ,525284,Tennessee
1960  ,12058639,Texas
1961  ,12208006,Texas
1962  ,12357635,Texas
1963  ,12693749,Texas
1964  ,13123816,Texas
1965  ,13319750,Texas
1966  ,13954680,Texas
1967  ,14492080,Texas
1968  ,14918671,Texas
1969  ,15411603,Texas
1970  ,16540958,Texas
1971  ,16610783,Texas
1972  ,17208895,Texas
1973  ,17050819,Texas
1974  ,16502656,Texas
1975  ,15583828,Texas
1976  ,15124174,Texas
1977  ,14716565,Texas
1978  ,13652863,Texas
1979  ,13741121,Texas
1980  ,13294899,Texas
1981  ,12864237,Texas
1982  ,12176971,Texas
1983  ,11524121,Texas
1984  ,11822952,Texas
1985  ,11748188,Texas
1986  ,11381901,Texas
1987  ,10842369,Texas
1988  ,10860430,Texas
1989  ,10536806,Texas
1990  ,10578173,Texas
1991  ,10605768,Texas
1992  ,10460686,Texas
1993  ,10248337,Texas
1994  ,10325858,Texas
1995  ,10230734,Texas
1996  ,10245577,Texas
1997  ,10197964,Texas
1998  ,10122789,Texas
1999  ,9523222,Texas
2000  ,9681342,Texas
2001  ,9506522,Texas
2002  ,9272256,Texas
2003  ,9284751,Texas
2004  ,9157192,Texas
2005  ,9383076,Texas
2006  ,9701985,Texas
2007  ,10296092,Texas
2008  ,11305593,Texas
2009  ,11072953,Texas
2010  ,11387664,Texas
2011  ,12546132,Texas
2012  ,14159990,Texas
2013  ,15645926,Texas
2014  ,17599803,Texas
2015  ,18029185,Texas
2016  ,16962933,Texas
2017  ,17573176,Texas
1960  ,389460,Utah
1961  ,373476,Utah
1962  ,360025,Utah
1963  ,377951,Utah
1964  ,365612,Utah
1965  ,345660,Utah
1966  ,326932,Utah
1967  ,298528,Utah
1968  ,295337,Utah
1969  ,303769,Utah
1970  ,298117,Utah
1971  ,304203,Utah
1972  ,324339,Utah
1973  ,385688,Utah
1974  ,438672,Utah
1975  ,484778,Utah
1976  ,454933,Utah
1977  ,468250,Utah
1978  ,466837,Utah
1979  ,519515,Utah
1980  ,571901,Utah
1981  ,590916,Utah
1982  ,640547,Utah
1983  ,540203,Utah
1984  ,596237,Utah
1985  ,653198,Utah
1986  ,686226,Utah
1987  ,721568,Utah
1988  ,769564,Utah
1989  ,797646,Utah
1990  ,871023,Utah
1991  ,842309,Utah
1992  ,841376,Utah
1993  ,913668,Utah
1994  ,1011997,Utah
1995  ,996764,Utah
1996  ,1048232,Utah
1997  ,1043496,Utah
1998  ,1040063,Utah
1999  ,1029156,Utah
2000  ,1038644,Utah
2001  ,1055885,Utah
2002  ,972651,Utah
2003  ,911961,Utah
2004  ,884095,Utah
2005  ,986011,Utah
2006  ,1082599,Utah
2007  ,1080742,Utah
2008  ,1169635,Utah
2009  ,1126819,Utah
2010  ,1072383,Utah
2011  ,1127448,Utah
2012  ,1117033,Utah
2013  ,1122069,Utah
2014  ,1171087,Utah
2015  ,1022742,Utah
2016  ,923634,Utah
2017  ,913101,Utah
1960  ,824357,Virginia
1961  ,887666,Virginia
1962  ,864865,Virginia
1963  ,890108,Virginia
1964  ,920711,Virginia
1965  ,987837,Virginia
1966  ,1030130,Virginia
1967  ,1058430,Virginia
1968  ,1066326,Virginia
1969  ,1031540,Virginia
1970  ,1025855,Virginia
1971  ,907281,Virginia
1972  ,1008832,Virginia
1973  ,1016281,Virginia
1974  ,1001866,Virginia
1975  ,1059319,Virginia
1976  ,1189016,Virginia
1977  ,1132028,Virginia
1978  ,1052520,Virginia
1979  ,1141733,Virginia
1980  ,1281987,Virginia
1981  ,1389484,Virginia
1982  ,1342331,Virginia
1983  ,1237990,Virginia
1984  ,1376564,Virginia
1985  ,1453516,Virginia
1986  ,1430255,Virginia
1987  ,1489365,Virginia
1988  ,1564786,Virginia
1989  ,1421430,Virginia
1990  ,1648621,Virginia
1991  ,1503983,Virginia
1992  ,1540031,Virginia
1993  ,1443699,Virginia
1994  ,1428205,Virginia
1995  ,1355517,Virginia
1996  ,1415647,Virginia
1997  ,1425090,Virginia
1998  ,1374506,Virginia
1999  ,1345658,Virginia
2000  ,1353571,Virginia
2001  ,1299958,Virginia
2002  ,1235676,Virginia
2003  ,1339693,Virginia
2004  ,1312038,Virginia
2005  ,1227039,Virginia
2006  ,1281790,Virginia
2007  ,1175202,Virginia
2008  ,1166053,Virginia
2009  ,1091443,Virginia
2010  ,1104038,Virginia
2011  ,1090054,Virginia
2012  ,1047939,Virginia
2013  ,1025618,Virginia
2014  ,985619,Virginia
2015  ,931847,Virginia
2016  ,912956,Virginia
2017  ,923201,Virginia
1960  ,17339,Vermont
1961  ,15369,Vermont
1962  ,15682,Vermont
1963  ,13995,Vermont
1964  ,13500,Vermont
1965  ,14396,Vermont
1966  ,15557,Vermont
1967  ,15167,Vermont
1968  ,15086,Vermont
1969  ,16109,Vermont
1970  ,14717,Vermont
1971  ,14594,Vermont
1972  ,17783,Vermont
1973  ,34570,Vermont
1974  ,43842,Vermont
1975  ,55580,Vermont
1976  ,55339,Vermont
1977  ,57470,Vermont
1978  ,55961,Vermont
1979  ,59861,Vermont
1980  ,55378,Vermont
1981  ,64187,Vermont
1982  ,68888,Vermont
1983  ,57852,Vermont
1984  ,62206,Vermont
1985  ,58749,Vermont
1986  ,45647,Vermont
1987  ,60059,Vermont
1988  ,65319,Vermont
1989  ,58189,Vermont
1990  ,57751,Vermont
1991  ,60381,Vermont
1992  ,55119,Vermont
1993  ,53659,Vermont
1994  ,64174,Vermont
1995  ,59708,Vermont
1996  ,61766,Vermont
1997  ,64725,Vermont
1998  ,55515,Vermont
1999  ,63218,Vermont
2000  ,68821,Vermont
2001  ,60900,Vermont
2002  ,64091,Vermont
2003  ,70371,Vermont
2004  ,62271,Vermont
2005  ,66815,Vermont
2006  ,80881,Vermont
2007  ,67990,Vermont
2008  ,78193,Vermont
2009  ,87639,Vermont
2010  ,82406,Vermont
2011  ,81906,Vermont
2012  ,78592,Vermont
2013  ,83953,Vermont
2014  ,85760,Vermont
2015  ,38784,Vermont
2016  ,35725,Vermont
2017  ,38044,Vermont
1960  ,431849,Washington
1961  ,458873,Washington
1962  ,480508,Washington
1963  ,517358,Washington
1964  ,558451,Washington
1965  ,582426,Washington
1966  ,629703,Washington
1967  ,702293,Washington
1968  ,783235,Washington
1969  ,814247,Washington
1970  ,825416,Washington
1971  ,863413,Washington
1972  ,928962,Washington
1973  ,884538,Washington
1974  ,1033339,Washington
1975  ,1032431,Washington
1976  ,1144321,Washington
1977  ,901856,Washington
1978  ,1123772,Washington
1979  ,1022098,Washington
1980  ,1057170,Washington
1981  ,1172097,Washington
1982  ,1115936,Washington
1983  ,1106258,Washington
1984  ,1102341,Washington
1985  ,1074995,Washington
1986  ,1107104,Washington
1987  ,980603,Washington
1988  ,983317,Washington
1989  ,1002024,Washington
1990  ,1146162,Washington
1991  ,1134146,Washington
1992  ,945935,Washington
1993  ,941503,Washington
1994  ,921648,Washington
1995  ,1093387,Washington
1996  ,1239919,Washington
1997  ,1295763,Washington
1998  ,1047355,Washington
1999  ,1209409,Washington
2000  ,1065124,Washington
2001  ,817353,Washington
2002  ,1073718,Washington
2003  ,1006268,Washington
2004  ,1001254,Washington
2005  ,976432,Washington
2006  ,1065862,Washington
2007  ,968204,Washington
2008  ,976130,Washington
2009  ,901434,Washington
2010  ,917839,Washington
2011  ,1109138,Washington
2012  ,1114676,Washington
2013  ,1010368,Washington
2014  ,1034308,Washington
2015  ,950423,Washington
2016  ,1023267,Washington
2017  ,1027460,Washington
1960  ,64968,Wisconsin
1961  ,60619,Wisconsin
1962  ,61695,Wisconsin
1963  ,55114,Wisconsin
1964  ,54980,Wisconsin
1965  ,61690,Wisconsin
1966  ,60892,Wisconsin
1967  ,61003,Wisconsin
1968  ,65830,Wisconsin
1969  ,62804,Wisconsin
1970  ,60038,Wisconsin
1971  ,99388,Wisconsin
1972  ,101193,Wisconsin
1973  ,132712,Wisconsin
1974  ,157765,Wisconsin
1975  ,179422,Wisconsin
1976  ,188020,Wisconsin
1977  ,192382,Wisconsin
1978  ,218985,Wisconsin
1979  ,206051,Wisconsin
1980  ,295424,Wisconsin
1981  ,303842,Wisconsin
1982  ,309127,Wisconsin
1983  ,319059,Wisconsin
1984  ,331981,Wisconsin
1985  ,334387,Wisconsin
1986  ,280195,Wisconsin
1987  ,270951,Wisconsin
1988  ,278706,Wisconsin
1989  ,238459,Wisconsin
1990  ,221357,Wisconsin
1991  ,223493,Wisconsin
1992  ,226270,Wisconsin
1993  ,225024,Wisconsin
1994  ,227126,Wisconsin
1995  ,226815,Wisconsin
1996  ,230164,Wisconsin
1997  ,164284,Wisconsin
1998  ,206741,Wisconsin
1999  ,234332,Wisconsin
2000  ,233384,Wisconsin
2001  ,242017,Wisconsin
2002  ,231538,Wisconsin
2003  ,242769,Wisconsin
2004  ,232712,Wisconsin
2005  ,248416,Wisconsin
2006  ,272282,Wisconsin
2007  ,283922,Wisconsin
2008  ,303549,Wisconsin
2009  ,303441,Wisconsin
2010  ,346637,Wisconsin
2011  ,326593,Wisconsin
2012  ,344945,Wisconsin
2013  ,325262,Wisconsin
2014  ,312211,Wisconsin
2015  ,320375,Wisconsin
2016  ,322270,Wisconsin
2017  ,316219,Wisconsin
1960  ,3237173,West Virginia
1961  ,3091618,West Virginia
1962  ,3227964,West Virginia
1963  ,3576962,West Virginia
1964  ,3797359,West Virginia
1965  ,3998878,West Virginia
1966  ,4014816,West Virginia
1967  ,4117089,West Virginia
1968  ,3945737,West Virginia
1969  ,3829279,West Virginia
1970  ,3957243,West Virginia
1971  ,3289049,West Virginia
1972  ,3404368,West Virginia
1973  ,3239496,West Virginia
1974  ,2867988,West Virginia
1975  ,2980325,West Virginia
1976  ,2980217,West Virginia
1977  ,2633238,West Virginia
1978  ,2354997,West Virginia
1979  ,3106159,West Virginia
1980  ,3325735,West Virginia
1981  ,3159567,West Virginia
1982  ,3558750,West Virginia
1983  ,3195062,West Virginia
1984  ,3625025,West Virginia
1985  ,3555894,West Virginia
1986  ,3600706,West Virginia
1987  ,3792112,West Virginia
1988  ,4051030,West Virginia
1989  ,4242353,West Virginia
1990  ,4686846,West Virginia
1991  ,4648097,West Virginia
1992  ,4489890,West Virginia
1993  ,3612655,West Virginia
1994  ,4445565,West Virginia
1995  ,4456954,West Virginia
1996  ,4614515,West Virginia
1997  ,4684923,West Virginia
1998  ,4639865,West Virginia
1999  ,4241685,West Virginia
2000  ,4338635,West Virginia
2001  ,4329720,West Virginia
2002  ,4047229,West Virginia
2003  ,3765398,West Virginia
2004  ,3976804,West Virginia
2005  ,4136737,West Virginia
2006  ,4106187,West Virginia
2007  ,4155536,West Virginia
2008  ,4189090,West Virginia
2009  ,3734155,West Virginia
2010  ,3703823,West Virginia
2011  ,3823330,West Virginia
2012  ,3721479,West Virginia
2013  ,3803176,West Virginia
2014  ,4214048,West Virginia
2015  ,4113828,West Virginia
2016  ,3791884,West Virginia
2017  ,4418080,West Virginia
1960  ,1018229,Wyoming
1961  ,1087917,Wyoming
1962  ,1068029,Wyoming
1963  ,1130652,Wyoming
1964  ,1123419,Wyoming
1965  ,1127065,Wyoming
1966  ,1120427,Wyoming
1967  ,1124612,Wyoming
1968  ,1185934,Wyoming
1969  ,1322895,Wyoming
1970  ,1437083,Wyoming
1971  ,1427777,Wyoming
1972  ,1430515,Wyoming
1973  ,1507285,Wyoming
1974  ,1566653,Wyoming
1975  ,1556530,Wyoming
1976  ,1693022,Wyoming
1977  ,1969343,Wyoming
1978  ,2202890,Wyoming
1979  ,2468902,Wyoming
1980  ,2898594,Wyoming
1981  ,3039593,Wyoming
1982  ,3040723,Wyoming
1983  ,3162298,Wyoming
1984  ,3598162,Wyoming
1985  ,3688366,Wyoming
1986  ,3552797,Wyoming
1987  ,3787108,Wyoming
1988  ,4109892,Wyoming
1989  ,4360348,Wyoming
1990  ,4663386,Wyoming
1991  ,4823659,Wyoming
1992  ,4815970,Wyoming
1993  ,4871978,Wyoming
1994  ,5356492,Wyoming
1995  ,5795313,Wyoming
1996  ,6037209,Wyoming
1997  ,6171318,Wyoming
1998  ,6874447,Wyoming
1999  ,7303724,Wyoming
2000  ,7491338,Wyoming
2001  ,8294511,Wyoming
2002  ,8443561,Wyoming
2003  ,8585257,Wyoming
2004  ,8996981,Wyoming
2005  ,9151117,Wyoming
2006  ,10057248,Wyoming
2007  ,10411137,Wyoming
2008  ,10879840,Wyoming
2009  ,10328914,Wyoming
2010  ,10528482,Wyoming
2011  ,10344010,Wyoming
2012  ,9603931,Wyoming
2013  ,9232414,Wyoming
2014  ,9358077,Wyoming
2015  ,9080265,Wyoming
2016  ,7517819,Wyoming
2017  ,7788434,Wyoming
