,Year,Total energy production
1960  ,474228,AL
1961  ,474778,AL
1962  ,484723,AL
1963  ,469027,AL
1964  ,541262,AL
1965  ,532429,AL
1966  ,516640,AL
1967  ,566870,AL
1968  ,577172,AL
1969  ,604552,AL
1970  ,679413,AL
1971  ,644188,AL
1972  ,736766,AL
1973  ,718192,AL
1974  ,807059,AL
1975  ,867537,AL
1976  ,845007,AL
1977  ,1056876,AL
1978  ,1096628,AL
1979  ,1218659,AL
1980  ,1332307,AL
1981  ,1276653,AL
1982  ,1420717,AL
1983  ,1343951,AL
1984  ,1435784,AL
1985  ,1320803,AL
1986  ,1211898,AL
1987  ,1223046,AL
1988  ,1262402,AL
1989  ,1360061,AL
1990  ,1341945,AL
1991  ,1376048,AL
1992  ,1484738,AL
1993  ,1484135,AL
1994  ,1637316,AL
1995  ,1649237,AL
1996  ,1740017,AL
1997  ,1708289,AL
1998  ,1672165,AL
1999  ,1577633,AL
2000  ,1538212,AL
2001  ,1483893,AL
2002  ,1485681,AL
2003  ,1520518,AL
2004  ,1543168,AL
2005  ,1501696,AL
2006  ,1412191,AL
2007  ,1406795,AL
2008  ,1481684,AL
2009  ,1448225,AL
2010  ,1429509,AL
2011  ,1410477,AL
2012  ,1443280,AL
2013  ,1477771,AL
2014  ,1366773,AL
2015  ,1265071,AL
2016  ,1116484,AL
2017  ,1227157,AL
1960  ,21554,AK
1961  ,56144,AK
1962  ,82748,AK
1963  ,87933,AK
1964  ,90198,AK
1965  ,94316,AK
1966  ,117441,AK
1967  ,206395,AK
1968  ,421679,AK
1969  ,499139,AK
1970  ,615018,AK
1971  ,603479,AK
1972  ,569655,AK
1973  ,572451,AK
1974  ,560546,AK
1975  ,589124,AK
1976  ,557284,AK
1977  ,1195269,AK
1978  ,2829135,AK
1979  ,3211020,AK
1980  ,3684570,AK
1981  ,3673128,AK
1982  ,3876802,AK
1983  ,3928071,AK
1984  ,3976402,AK
1985  ,4235177,AK
1986  ,4302636,AK
1987  ,4592698,AK
1988  ,4752822,AK
1989  ,4446809,AK
1990  ,4232243,AK
1991  ,4348221,AK
1992  ,4194115,AK
1993  ,3892714,AK
1994  ,3970248,AK
1995  ,3738081,AK
1996  ,3559488,AK
1997  ,3333397,AK
1998  ,3068632,AK
1999  ,2798849,AK
2000  ,2647192,AK
2001  ,2632078,AK
2002  ,2659615,AK
2003  ,2661422,AK
2004  ,2513924,AK
2005  ,2416187,AK
2006  ,2101391,AK
2007  ,2052850,AK
2008  ,1933836,AK
2009  ,1854325,AK
2010  ,1739474,AK
2011  ,1643302,AK
2012  ,1564474,AK
2013  ,1514153,AK
2014  ,1475225,AK
2015  ,1429955,AK
2016  ,1434186,AK
2017  ,1453518,AK
1960  ,36737,AZ
1961  ,35506,AZ
1962  ,35003,AZ
1963  ,36668,AZ
1964  ,36786,AZ
1965  ,53947,AZ
1966  ,62173,AZ
1967  ,74733,AZ
1968  ,83935,AZ
1969  ,83154,AZ
1970  ,83347,AZ
1971  ,107529,AZ
1972  ,146644,AZ
1973  ,155841,AZ
1974  ,228968,AZ
1975  ,239058,AZ
1976  ,317800,AZ
1977  ,322606,AZ
1978  ,282521,AZ
1979  ,337892,AZ
1980  ,363380,AZ
1981  ,351173,AZ
1982  ,369985,AZ
1983  ,429319,AZ
1984  ,444544,AZ
1985  ,397320,AZ
1986  ,536812,AZ
1987  ,515728,AZ
1988  ,616440,AZ
1989  ,450325,AZ
1990  ,564631,AZ
1991  ,644029,AZ
1992  ,632315,AZ
1993  ,586831,AZ
1994  ,624857,AZ
1995  ,650960,AZ
1996  ,644652,AZ
1997  ,706668,AZ
1998  ,693182,AZ
1999  ,691731,AZ
2000  ,705102,AZ
2001  ,684436,AZ
2002  ,689876,AZ
2003  ,643922,AZ
2004  ,653417,AZ
2005  ,611616,AZ
2006  ,511639,AZ
2007  ,538978,AZ
2008  ,576916,AZ
2009  ,563072,AZ
2010  ,580368,AZ
2011  ,615878,AZ
2012  ,595237,AZ
2013  ,591362,AZ
2014  ,631828,AZ
2015  ,616155,AZ
2016  ,594605,AZ
2017  ,621083,AZ
1960  ,289299,AR
1961  ,291209,AR
1962  ,282213,AR
1963  ,284502,AR
1964  ,281323,AR
1965  ,287541,AR
1966  ,303926,AR
1967  ,293088,AR
1968  ,344571,AR
1969  ,349632,AR
1970  ,355074,AR
1971  ,343114,AR
1972  ,340242,AR
1973  ,354585,AR
1974  ,316856,AR
1975  ,346928,AR
1976  ,332384,AR
1977  ,361643,AR
1978  ,372965,AR
1979  ,351545,AR
1980  ,382605,AR
1981  ,375352,AR
1982  ,400516,AR
1983  ,422558,AR
1984  ,459031,AR
1985  ,486415,AR
1986  ,416083,AR
1987  ,435320,AR
1988  ,441834,AR
1989  ,456854,AR
1990  ,468832,AR
1991  ,471492,AR
1992  ,496959,AR
1993  ,534466,AR
1994  ,514452,AR
1995  ,494519,AR
1996  ,538244,AR
1997  ,534935,AR
1998  ,492843,AR
1999  ,461693,AR
2000  ,447383,AR
2001  ,462914,AR
2002  ,469254,AR
2003  ,478374,AR
2004  ,503228,AR
2005  ,484774,AR
2006  ,572681,AR
2007  ,593919,AR
2008  ,761602,AR
2009  ,1007435,AR
2010  ,1254301,AR
2011  ,1397623,AR
2012  ,1477903,AR
2013  ,1445668,AR
2014  ,1451635,AR
2015  ,1327023,AR
2016  ,1122488,AR
2017  ,994612,AR
1960  ,2631707,CA
1961  ,2620632,CA
1962  ,2693123,CA
1963  ,2845524,CA
1964  ,2833855,CA
1965  ,3010487,CA
1966  ,3167320,CA
1967  ,3340273,CA
1968  ,3395904,CA
1969  ,3464304,CA
1970  ,3310500,CA
1971  ,3172161,CA
1972  ,2951080,CA
1973  ,2929685,CA
1974  ,2882164,CA
1975  ,2790403,CA
1976  ,2686499,CA
1977  ,2736117,CA
1978  ,2957101,CA
1979  ,2917314,CA
1980  ,2999587,CA
1981  ,3071793,CA
1982  ,3337623,CA
1983  ,3502204,CA
1984  ,3587630,CA
1985  ,3635369,CA
1986  ,3648616,CA
1987  ,3424311,CA
1988  ,3342016,CA
1989  ,3409250,CA
1990  ,3278496,CA
1991  ,3252353,CA
1992  ,3186979,CA
1993  ,3205282,CA
1994  ,2985941,CA
1995  ,3090625,CA
1996  ,3134670,CA
1997  ,3048656,CA
1998  ,3191189,CA
1999  ,3103332,CA
2000  ,3067344,CA
2001  ,2875661,CA
2002  ,2925697,CA
2003  ,2903093,CA
2004  ,2762618,CA
2005  ,2808170,CA
2006  ,2800649,CA
2007  ,2618152,CA
2008  ,2519558,CA
2009  ,2491556,CA
2010  ,2534927,CA
2011  ,2639011,CA
2012  ,2319603,CA
2013  ,2370609,CA
2014  ,2383135,CA
2015  ,2350026,CA
2016  ,2423649,CA
2017  ,2535788,CA
1960  ,481990,CO
1961  ,478734,CO
1962  ,442523,CO
1963  ,429285,CO
1964  ,432670,CO
1965  ,445930,CO
1966  ,466893,CO
1967  ,453082,CO
1968  ,449325,CO
1969  ,425758,CO
1970  ,405619,CO
1971  ,414821,CO
1972  ,451251,CO
1973  ,509701,CO
1974  ,542260,CO
1975  ,593241,CO
1976  ,642691,CO
1977  ,712105,CO
1978  ,734611,CO
1979  ,826733,CO
1980  ,836693,CO
1981  ,870202,CO
1982  ,854097,CO
1983  ,764482,CO
1984  ,796835,CO
1985  ,797273,CO
1986  ,731806,CO
1987  ,700886,CO
1988  ,787764,CO
1989  ,821590,CO
1990  ,875376,CO
1991  ,919976,CO
1992  ,976367,CO
1993  ,1115078,CO
1994  ,1236752,CO
1995  ,1336570,CO
1996  ,1344432,CO
1997  ,1468963,CO
1998  ,1550702,CO
1999  ,1566496,CO
2000  ,1584090,CO
2001  ,1734178,CO
2002  ,1924325,CO
2003  ,2026044,CO
2004  ,2191488,CO
2005  ,2243661,CO
2006  ,2287268,CO
2007  ,2356187,CO
2008  ,2462253,CO
2009  ,2491746,CO
2010  ,2555935,CO
2011  ,2742681,CO
2012  ,2915329,CO
2013  ,2829602,CO
2014  ,3056899,CO
2015  ,3194760,CO
2016  ,3066062,CO
2017  ,3221784,CO
1960  ,17406,CT
1961  ,17076,CT
1962  ,15937,CT
1963  ,16253,CT
1964  ,16703,CT
1965  ,15500,CT
1966  ,16243,CT
1967  ,24128,CT
1968  ,52598,CT
1969  ,59867,CT
1970  ,58859,CT
1971  ,104379,CT
1972  ,106643,CT
1973  ,68780,CT
1974  ,111459,CT
1975  ,111827,CT
1976  ,160076,CT
1977  ,165981,CT
1978  ,178065,CT
1979  ,167591,CT
1980  ,172842,CT
1981  ,182655,CT
1982  ,192310,CT
1983  ,174555,CT
1984  ,196037,CT
1985  ,175409,CT
1986  ,232990,CT
1987  ,245290,CT
1988  ,270312,CT
1989  ,243075,CT
1990  ,243985,CT
1991  ,163251,CT
1992  ,214533,CT
1993  ,268117,CT
1994  ,251155,CT
1995  ,243139,CT
1996  ,121439,CT
1997  ,49401,CT
1998  ,83210,CT
1999  ,181746,CT
2000  ,221252,CT
2001  ,190925,CT
2002  ,184091,CT
2003  ,198795,CT
2004  ,202659,CT
2005  ,188134,CT
2006  ,198740,CT
2007  ,195760,CT
2008  ,187557,CT
2009  ,203651,CT
2010  ,205376,CT
2011  ,197247,CT
2012  ,205700,CT
2013  ,207795,CT
2014  ,197708,CT
2015  ,214601,CT
2016  ,206151,CT
2017  ,204862,CT
1960  ,155,DC
1961  ,163,DC
1962  ,166,DC
1963  ,148,DC
1964  ,138,DC
1965  ,120,DC
1966  ,111,DC
1967  ,112,DC
1968  ,120,DC
1969  ,108,DC
1970  ,113,DC
1971  ,116,DC
1972  ,118,DC
1973  ,114,DC
1974  ,129,DC
1975  ,131,DC
1976  ,146,DC
1977  ,158,DC
1978  ,193,DC
1979  ,210,DC
1980  ,2849,DC
1981  ,2311,DC
1982  ,3654,DC
1983  ,2563,DC
1984  ,3226,DC
1985  ,3327,DC
1986  ,3047,DC
1987  ,2226,DC
1988  ,2378,DC
1989  ,2511,DC
1990  ,1283,DC
1991  ,1345,DC
1992  ,1412,DC
1993  ,1946,DC
1994  ,1849,DC
1995  ,1851,DC
1996  ,1922,DC
1997  ,1378,DC
1998  ,1222,DC
1999  ,1259,DC
2000  ,1354,DC
2001  ,866,DC
2002  ,881,DC
2003  ,926,DC
2004  ,943,DC
2005  ,47,DC
2006  ,52,DC
2007  ,55,DC
2008  ,65,DC
2009  ,49,DC
2010  ,114,DC
2011  ,290,DC
2012  ,285,DC
2013  ,305,DC
2014  ,344,DC
2015  ,824,DC
2016  ,1107,DC
2017  ,1316,DC
1960  ,4982,DE
1961  ,5101,DE
1962  ,5134,DE
1963  ,5356,DE
1964  ,5510,DE
1965  ,5577,DE
1966  ,5852,DE
1967  ,5783,DE
1968  ,6594,DE
1969  ,7073,DE
1970  ,7021,DE
1971  ,7673,DE
1972  ,8190,DE
1973  ,8483,DE
1974  ,8466,DE
1975  ,7901,DE
1976  ,9607,DE
1977  ,10161,DE
1978  ,10667,DE
1979  ,8729,DE
1980  ,2472,DE
1981  ,2006,DE
1982  ,3170,DE
1983  ,2224,DE
1984  ,2927,DE
1985  ,3019,DE
1986  ,2765,DE
1987  ,2162,DE
1988  ,2310,DE
1989  ,2516,DE
1990  ,1653,DE
1991  ,1734,DE
1992  ,1784,DE
1993  ,2492,DE
1994  ,2422,DE
1995  ,2476,DE
1996  ,2642,DE
1997  ,2203,DE
1998  ,1936,DE
1999  ,2001,DE
2000  ,2290,DE
2001  ,1325,DE
2002  ,1314,DE
2003  ,1401,DE
2004  ,1435,DE
2005  ,955,DE
2006  ,872,DE
2007  ,1531,DE
2008  ,2952,DE
2009  ,3577,DE
2010  ,3838,DE
2011  ,4172,DE
2012  ,3581,DE
2013  ,3795,DE
2014  ,4224,DE
2015  ,3516,DE
2016  ,3110,DE
2017  ,3279,DE
1960  ,37861,FL
1961  ,36626,FL
1962  ,38296,FL
1963  ,41351,FL
1964  ,42666,FL
1965  ,48552,FL
1966  ,53481,FL
1967  ,53811,FL
1968  ,58251,FL
1969  ,61596,FL
1970  ,68429,FL
1971  ,82200,FL
1972  ,172552,FL
1973  ,336589,FL
1974  ,396495,FL
1975  ,444876,FL
1976  ,475202,FL
1977  ,589490,FL
1978  ,592381,FL
1979  ,588408,FL
1980  ,590726,FL
1981  ,499530,FL
1982  ,508014,FL
1983  ,401142,FL
1984  ,477698,FL
1985  ,446518,FL
1986  ,420831,FL
1987  ,366660,FL
1988  ,450315,FL
1989  ,509630,FL
1990  ,473948,FL
1991  ,463646,FL
1992  ,536395,FL
1993  ,532995,FL
1994  ,540526,FL
1995  ,564446,FL
1996  ,553109,FL
1997  ,518076,FL
1998  ,574887,FL
1999  ,570519,FL
2000  ,567461,FL
2001  ,521390,FL
2002  ,552237,FL
2003  ,534809,FL
2004  ,526195,FL
2005  ,501932,FL
2006  ,530687,FL
2007  ,511828,FL
2008  ,544962,FL
2009  ,522490,FL
2010  ,503388,FL
2011  ,485164,FL
2012  ,423461,FL
2013  ,523059,FL
2014  ,535522,FL
2015  ,530953,FL
2016  ,541547,FL
2017  ,554439,FL
1960  ,96116,GA
1961  ,94691,GA
1962  ,96771,GA
1963  ,103171,GA
1964  ,118296,GA
1965  ,108022,GA
1966  ,109456,GA
1967  ,109475,GA
1968  ,106371,GA
1969  ,105812,GA
1970  ,98222,GA
1971  ,109007,GA
1972  ,114745,GA
1973  ,125605,GA
1974  ,122068,GA
1975  ,159348,GA
1976  ,185494,GA
1977  ,181782,GA
1978  ,187805,GA
1979  ,205226,GA
1980  ,236053,GA
1981  ,202508,GA
1982  ,217014,GA
1983  ,235880,GA
1984  ,218782,GA
1985  ,253809,GA
1986  ,218287,GA
1987  ,305371,GA
1988  ,299310,GA
1989  ,482467,GA
1990  ,497899,GA
1991  ,499665,GA
1992  ,527634,GA
1993  ,526056,GA
1994  ,543173,GA
1995  ,571269,GA
1996  ,571162,GA
1997  ,581648,GA
1998  ,585785,GA
1999  ,560061,GA
2000  ,560846,GA
2001  ,543799,GA
2002  ,608531,GA
2003  ,568266,GA
2004  ,578661,GA
2005  ,545083,GA
2006  ,541212,GA
2007  ,541916,GA
2008  ,504339,GA
2009  ,525635,GA
2010  ,571317,GA
2011  ,559146,GA
2012  ,563230,GA
2013  ,591857,GA
2014  ,608728,GA
2015  ,624337,GA
2016  ,642315,GA
2017  ,624378,GA
1960  ,292,HI
1961  ,258,HI
1962  ,214,HI
1963  ,446,HI
1964  ,1429,HI
1965  ,1265,HI
1966  ,1309,HI
1967  ,1389,HI
1968  ,1657,HI
1969  ,1773,HI
1970  ,1559,HI
1971  ,1283,HI
1972  ,1491,HI
1973  ,1528,HI
1974  ,1550,HI
1975  ,1498,HI
1976  ,1663,HI
1977  ,1355,HI
1978  ,1143,HI
1979  ,1258,HI
1980  ,12808,HI
1981  ,13571,HI
1982  ,13379,HI
1983  ,14920,HI
1984  ,15372,HI
1985  ,15307,HI
1986  ,17315,HI
1987  ,18834,HI
1988  ,20427,HI
1989  ,28875,HI
1990  ,27937,HI
1991  ,27516,HI
1992  ,26800,HI
1993  ,27829,HI
1994  ,25405,HI
1995  ,24608,HI
1996  ,24088,HI
1997  ,22502,HI
1998  ,21657,HI
1999  ,21767,HI
2000  ,20386,HI
2001  ,12389,HI
2002  ,10452,HI
2003  ,13310,HI
2004  ,13769,HI
2005  ,12937,HI
2006  ,14001,HI
2007  ,15035,HI
2008  ,15921,HI
2009  ,15815,HI
2010  ,15253,HI
2011  ,16647,HI
2012  ,18206,HI
2013  ,22392,HI
2014  ,24081,HI
2015  ,24570,HI
2016  ,27136,HI
2017  ,26432,HI
1960  ,77688,ID
1961  ,70403,ID
1962  ,73984,ID
1963  ,73227,ID
1964  ,76892,ID
1965  ,79778,ID
1966  ,81379,ID
1967  ,82252,ID
1968  ,80804,ID
1969  ,76228,ID
1970  ,85735,ID
1971  ,89445,ID
1972  ,92776,ID
1973  ,97216,ID
1974  ,111472,ID
1975  ,118011,ID
1976  ,121380,ID
1977  ,85968,ID
1978  ,119334,ID
1979  ,113729,ID
1980  ,113407,ID
1981  ,115694,ID
1982  ,137242,ID
1983  ,152250,ID
1984  ,156347,ID
1985  ,132508,ID
1986  ,146627,ID
1987  ,101722,ID
1988  ,87512,ID
1989  ,124650,ID
1990  ,119510,ID
1991  ,116020,ID
1992  ,95133,ID
1993  ,126225,ID
1994  ,106699,ID
1995  ,139907,ID
1996  ,164235,ID
1997  ,179342,ID
1998  ,160202,ID
1999  ,167747,ID
2000  ,141448,ID
2001  ,105045,ID
2002  ,113779,ID
2003  ,109553,ID
2004  ,112379,ID
2005  ,121084,ID
2006  ,146507,ID
2007  ,125621,ID
2008  ,133541,ID
2009  ,134502,ID
2010  ,133288,ID
2011  ,177643,ID
2012  ,155318,ID
2013  ,139239,ID
2014  ,155418,ID
2015  ,153695,ID
2016  ,157060,ID
2017  ,175936,ID
1960  ,1526433,IL
1961  ,1506494,IL
1962  ,1599506,IL
1963  ,1645047,IL
1964  ,1688975,IL
1965  ,1727691,IL
1966  ,1835479,IL
1967  ,1845089,IL
1968  ,1771622,IL
1969  ,1788756,IL
1970  ,1776847,IL
1971  ,1612167,IL
1972  ,1841626,IL
1973  ,1771670,IL
1974  ,1675239,IL
1975  ,1716972,IL
1976  ,1752734,IL
1977  ,1660747,IL
1978  ,1607679,IL
1979  ,1785583,IL
1980  ,1886840,IL
1981  ,1707157,IL
1982  ,1906473,IL
1983  ,1872994,IL
1984  ,2101546,IL
1985  ,2055136,IL
1986  ,2147799,IL
1987  ,2152415,IL
1988  ,2355697,IL
1989  ,2383996,IL
1990  ,2344500,IL
1991  ,2341268,IL
1992  ,2366626,IL
1993  ,1975494,IL
1994  ,2166775,IL
1995  ,2121661,IL
1996  ,1967259,IL
1997  ,1659520,IL
1998  ,1669293,IL
1999  ,1957535,IL
2000  ,1888997,IL
2001  ,1908361,IL
2002  ,1912105,IL
2003  ,1935498,IL
2004  ,1900133,IL
2005  ,1896726,IL
2006  ,1918053,IL
2007  ,1973702,IL
2008  ,2003895,IL
2009  ,2081719,IL
2010  ,2094124,IL
2011  ,2190684,IL
2012  ,2441327,IL
2013  ,2519098,IL
2014  ,2681784,IL
2015  ,2653062,IL
2016  ,2400561,IL
2017  ,2516310,IL
1960  ,441137,IN
1961  ,427978,IN
1962  ,444556,IN
1963  ,429887,IN
1964  ,424814,IN
1965  ,436816,IN
1966  ,472286,IN
1967  ,504437,IN
1968  ,491358,IN
1969  ,523314,IN
1970  ,568289,IN
1971  ,543204,IN
1972  ,645110,IN
1973  ,614098,IN
1974  ,575209,IN
1975  ,601302,IN
1976  ,611331,IN
1977  ,671646,IN
1978  ,595370,IN
1979  ,677130,IN
1980  ,756592,IN
1981  ,725449,IN
1982  ,785360,IN
1983  ,792648,IN
1984  ,914373,IN
1985  ,834936,IN
1986  ,829471,IN
1987  ,858033,IN
1988  ,798991,IN
1989  ,836262,IN
1990  ,875212,IN
1991  ,779653,IN
1992  ,758583,IN
1993  ,723408,IN
1994  ,756796,IN
1995  ,647010,IN
1996  ,720881,IN
1997  ,845617,IN
1998  ,870583,IN
1999  ,812026,IN
2000  ,678282,IN
2001  ,875593,IN
2002  ,854384,IN
2003  ,859937,IN
2004  ,854703,IN
2005  ,840792,IN
2006  ,845555,IN
2007  ,868290,IN
2008  ,942352,IN
2009  ,966316,IN
2010  ,991005,IN
2011  ,1065169,IN
2012  ,1046215,IN
2013  ,1107729,IN
2014  ,1124189,IN
2015  ,1037125,IN
2016  ,921929,IN
2017  ,979295,IN
1960  ,37943,IA
1961  ,34859,IA
1962  ,38919,IA
1963  ,38456,IA
1964  ,32894,IA
1965  ,36702,IA
1966  ,36164,IA
1967  ,32480,IA
1968  ,34337,IA
1969  ,33900,IA
1970  ,36465,IA
1971  ,35516,IA
1972  ,34811,IA
1973  ,27988,IA
1974  ,43130,IA
1975  ,54089,IA
1976  ,54929,IA
1977  ,58106,IA
1978  ,41336,IA
1979  ,62098,IA
1980  ,96795,IA
1981  ,104262,IA
1982  ,102947,IA
1983  ,105350,IA
1984  ,117185,IA
1985  ,110943,IA
1986  ,148713,IA
1987  ,154433,IA
1988  ,163135,IA
1989  ,133347,IA
1990  ,128088,IA
1991  ,142166,IA
1992  ,141569,IA
1993  ,143683,IA
1994  ,157845,IA
1995  ,152311,IA
1996  ,160933,IA
1997  ,153720,IA
1998  ,147502,IA
1999  ,152225,IA
2000  ,155811,IA
2001  ,145163,IA
2002  ,160968,IA
2003  ,175690,IA
2004  ,224160,IA
2005  ,259924,IA
2006  ,316592,IA
2007  ,380265,IA
2008  ,454058,IA
2009  ,585769,IA
2010  ,674544,IA
2011  ,690105,IA
2012  ,678550,IA
2013  ,730564,IA
2014  ,754960,IA
2015  ,771045,IA
2016  ,804689,IA
2017  ,835071,IA
1960  ,1359873,KS
1961  ,1363502,KS
1962  ,1416145,KS
1963  ,1445760,KS
1964  ,1468850,KS
1965  ,1487758,KS
1966  ,1535913,KS
1967  ,1535900,KS
1968  ,1472627,KS
1969  ,1490763,KS
1970  ,1493474,KS
1971  ,1437972,KS
1972  ,1419790,KS
1973  ,1371822,KS
1974  ,1326950,KS
1975  ,1259964,KS
1976  ,1242018,KS
1977  ,1195359,KS
1978  ,1270377,KS
1979  ,1216049,KS
1980  ,1175659,KS
1981  ,1118860,KS
1982  ,930711,KS
1983  ,949490,KS
1984  ,1006534,KS
1985  ,1088348,KS
1986  ,1029975,KS
1987  ,1016377,KS
1988  ,1085945,KS
1989  ,1109687,KS
1990  ,1060693,KS
1991  ,1120060,KS
1992  ,1143387,KS
1993  ,1144542,KS
1994  ,1169848,KS
1995  ,1181612,KS
1996  ,1132218,KS
1997  ,1086108,KS
1998  ,1004103,KS
1999  ,908969,KS
2000  ,906013,KS
2001  ,866244,KS
2002  ,836858,KS
2003  ,799242,KS
2004  ,788950,KS
2005  ,754158,KS
2006  ,778155,KS
2007  ,794130,KS
2008  ,836439,KS
2009  ,815669,KS
2010  ,812010,KS
2011  ,780572,KS
2012  ,791979,KS
2013  ,829185,KS
2014  ,880528,KS
2015  ,853208,KS
2016  ,792335,KS
2017  ,815475,KS
1960  ,1846574,KY
1961  ,1730652,KY
1962  ,1874016,KY
1963  ,2072415,KY
1964  ,2214551,KY
1965  ,2288081,KY
1966  ,2454270,KY
1967  ,2634799,KY
1968  ,2637787,KY
1969  ,2817467,KY
